,id,name,effect,god,rarity,tribe,mana,attack,health,type,live,set,collectable
455,1139,Trojan Battlemage,Twin strike. Protected.,war,common,"{'String': '', 'Valid': False}",3,"{'Int64': 3, 'Valid': True}","{'Int64': 1, 'Valid': True}",creature,true,core,True
456,1142,Ares' Runeblade,"Godblitz.<br>Whenever you attack, deal 2 damage to each creature, and heal your god for the damage done.",war,rare,"{'String': '', 'Valid': False}",8,"{'Int64': 5, 'Valid': True}","{'Int64': 2, 'Valid': True}",weapon,true,core,True
457,1148,Battle Aurochs,Frontline.,neutral,common,"{'String': '', 'Valid': False}",3,"{'Int64': 3, 'Valid': True}","{'Int64': 3, 'Valid': True}",creature,true,core,True
458,1162,Singsong Satyr,Roar: Give each other friendly creature +1 strength.,neutral,rare,"{'String': 'mystic', 'Valid': True}",4,"{'Int64': 2, 'Valid': True}","{'Int64': 3, 'Valid': True}",creature,true,core,True
459,44,Unnatural Binding,"Give a creature: ""Burn +2. Whenever this creature attacks, deal 2 damage to its god.""",death,rare,"{'String': '', 'Valid': False}",1,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,genesis,True
460,1128,Wiccan Trapper,Flank.<br>Roar: Remove 1 durability from your opponent's relic.,neutral,rare,"{'String': 'mystic', 'Valid': True}",1,"{'Int64': 3, 'Valid': True}","{'Int64': 1, 'Valid': True}",creature,true,core,True
461,1149,"Hector, Prince of Troy","Roar: If any creatures in your void have blitz, flank, frontline, leech, protected, twin strike, or ward, this creature gains those abilities.",war,legendary,"{'String': 'olympian', 'Valid': True}",7,"{'Int64': 6, 'Valid': True}","{'Int64': 6, 'Valid': True}",creature,true,core,True
462,1182,Spellsight Seer,Roar: Foresee 1.,magic,common,"{'String': 'mystic', 'Valid': True}",1,"{'Int64': 2, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,core,True
463,1188,Thaeric Blessing,Give target friendly creature +1 health.<br>Draw a card.,light,common,"{'String': '', 'Valid': False}",1,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,core,True
464,1189,Belligerent Warlock,"After this creature attacks a creature, draw a card.",war,rare,"{'String': '', 'Valid': False}",2,"{'Int64': 2, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,core,True
465,1183,Annoying Bureaucrat,"Hidden for 1 turn.<br>At the start of each player's turn, they select a card in their hand and obliterate it.",deception,rare,"{'String': 'guild', 'Valid': True}",6,"{'Int64': 3, 'Valid': True}","{'Int64': 4, 'Valid': True}",creature,true,core,True
466,138,Hallowed Keeper,Roar: This creature gets +1 strength for every two creatures in your void.,neutral,common,"{'String': 'aether', 'Valid': True}",6,"{'Int64': 3, 'Valid': True}","{'Int64': 7, 'Valid': True}",creature,true,genesis,True
467,1184,Tomb Blademaster,Frontline.<br>Afterlife: Summon two 3/2 Ancient Executioners with frontline.,neutral,epic,"{'String': 'anubian', 'Valid': True}",7,"{'Int64': 3, 'Valid': True}","{'Int64': 4, 'Valid': True}",creature,true,core,True
468,1185,Strix Hunter,Twin strike.,neutral,common,"{'String': '', 'Valid': False}",4,"{'Int64': 2, 'Valid': True}","{'Int64': 5, 'Valid': True}",creature,true,core,True
469,1186,The Hunt,Deal 6 damage randomly split among all enemy creatures.,nature,common,"{'String': '', 'Valid': False}",5,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,core,True
470,1190,Recovering Sigil,Heal all friendly creatures for 4.<br>Draw a card.,light,common,"{'String': '', 'Valid': False}",2,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,core,True
471,152,"Odysseus, Tried Victor","Frontline.<br>Roar: Summon three 1/1 Injured Soldiers with frontline, and Odysseus, Tried Victor takes 6 damage.",neutral,legendary,"{'String': 'olympian', 'Valid': True}",5,"{'Int64': 3, 'Valid': True}","{'Int64': 7, 'Valid': True}",creature,true,genesis,True
472,154,"Mirror, Mirror","Draw a card, add two copies of it to your opponent's deck.",deception,common,"{'String': '', 'Valid': False}",1,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,genesis,True
473,203,Ares Peacemaker,"At the start of your turn, destroy all creatures.",death,rare,"{'String': '', 'Valid': False}",4,"{'Int64': 0, 'Valid': True}","{'Int64': 7, 'Valid': True}",creature,true,genesis,True
474,1195,Devoted Follower,Creatures damaged by this creature get -2 strength.,light,common,"{'String': 'mystic', 'Valid': True}",2,"{'Int64': 3, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,core,True
475,1166,Bladefly,Roar: Summon two Bladeflys.,nature,common,"{'String': 'wild', 'Valid': True}",4,"{'Int64': 2, 'Valid': True}","{'Int64': 1, 'Valid': True}",creature,true,core,True
476,1167,Jungle Princess,Frontline.<br>Roar: Summon two 1/1 Hyenas.,neutral,common,"{'String': 'amazon', 'Valid': True}",5,"{'Int64': 4, 'Valid': True}","{'Int64': 3, 'Valid': True}",creature,true,core,True
477,1169,Wiccan Warrior,Hidden for 1 turn.,neutral,common,"{'String': 'amazon', 'Valid': True}",1,"{'Int64': 2, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,core,True
478,1196,Triumvirate Prophet,"Roar: Give the Chosen One +1/+1, frontline, and ward. Move it to the top of your deck.",light,legendary,"{'String': '', 'Valid': False}",3,"{'Int64': 1, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,core,True
479,1197,Tavern Brawler,Blitz.,war,common,"{'String': '', 'Valid': False}",1,"{'Int64': 2, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,core,True
480,1198,Sentry Post,Backline.<br>Ability: Deal 1 damage.,neutral,epic,"{'String': 'structure', 'Valid': True}",2,"{'Int64': 1, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,core,True
481,1199,Pacifism,Remove sleep from all friendly creatures. Each creature with strength 4 or more has their strength set to 2.,light,common,"{'String': '', 'Valid': False}",2,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,core,True
482,1202,Raving Necromancer,"Whenever a creature dies, heal its god for 2.",death,common,"{'String': 'mystic', 'Valid': True}",2,"{'Int64': 3, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,core,True
483,861,Might Makes Right,Give each creature in your hand +2/+2 and leech.,war,common,"{'String': '', 'Valid': False}",4,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,trial,True
484,862,Commander's Gladius,Godblitz.<br>Roar: Give +1/+1 to a random creature<br>in your hand.,war,common,"{'String': '', 'Valid': False}",2,"{'Int64': 1, 'Valid': True}","{'Int64': 2, 'Valid': True}",weapon,true,trial,True
485,863,Nokkvi Pillager,Twin strike. Leech.,war,common,"{'String': 'viking', 'Valid': True}",3,"{'Int64': 3, 'Valid': True}","{'Int64': 3, 'Valid': True}",creature,true,trial,True
486,864,Mountain Raider,Roar: Summon a copy of this creature. (A copy includes buffs and debuffs.),war,rare,"{'String': '', 'Valid': False}",4,"{'Int64': 2, 'Valid': True}","{'Int64': 1, 'Valid': True}",creature,true,trial,True
487,1170,Tartessian Skirmisher,Roar: Give a friendly creature twin strike.,war,common,"{'String': '', 'Valid': False}",3,"{'Int64': 3, 'Valid': True}","{'Int64': 1, 'Valid': True}",creature,true,core,True
488,1172,Traveling Bard,Roar: Give another random friendly creature +2/+1.,neutral,common,"{'String': 'guild', 'Valid': True}",4,"{'Int64': 3, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,core,True
489,1173,Wicked Fae,"Roar: Deal 1 damage to a creature, and summon a 1/1 Impling.",neutral,rare,"{'String': 'nether', 'Valid': True}",2,"{'Int64': 1, 'Valid': True}","{'Int64': 1, 'Valid': True}",creature,true,core,True
490,1175,Veteran Archer,Roar: Deal 1 damage to two enemy creatures. You may select the same creature twice.,neutral,rare,"{'String': '', 'Valid': False}",4,"{'Int64': 2, 'Valid': True}","{'Int64': 3, 'Valid': True}",creature,true,core,True
491,1176,Amazon Spearsoul,,neutral,common,"{'String': 'amazon', 'Valid': True}",2,"{'Int64': 4, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,core,True
492,1177,Hardened Channeler,Afterlife: Deal 1 damage to each enemy creature.,neutral,rare,"{'String': '', 'Valid': False}",5,"{'Int64': 4, 'Valid': True}","{'Int64': 3, 'Valid': True}",creature,true,core,True
493,1178,Soothsayer,Roar: Foresee 3. Draw a card.,magic,rare,"{'String': 'mystic', 'Valid': True}",4,"{'Int64': 2, 'Valid': True}","{'Int64': 3, 'Valid': True}",creature,true,core,True
494,1179,Penthesilean Warrior,Roar: Give each other friendly Amazon +2/+2.,neutral,epic,"{'String': 'amazon', 'Valid': True}",5,"{'Int64': 6, 'Valid': True}","{'Int64': 3, 'Valid': True}",creature,true,core,True
495,1181,Combat Medic,Roar: Heal your god for 2.,neutral,common,"{'String': 'olympian', 'Valid': True}",3,"{'Int64': 3, 'Valid': True}","{'Int64': 3, 'Valid': True}",creature,true,core,True
496,1187,Signal Scouts,Draw a card for each injured creature.,war,rare,"{'String': '', 'Valid': False}",3,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,core,True
497,1191,Trapdoor,Pull an enemy creature from the board into its owner's hand.,deception,common,"{'String': '', 'Valid': False}",2,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,core,True
498,1192,Aging Veteran,Roar: Give a friendly creature +2 health.,neutral,common,"{'String': '', 'Valid': False}",2,"{'Int64': 1, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,core,True
499,1193,Bladecaster,This creature gets +1 health after it attacks a creature.,war,common,"{'String': 'olympian', 'Valid': True}",1,"{'Int64': 2, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,core,True
500,1194,Felid Assassin,Hidden. Flank.,deception,common,"{'String': 'nether', 'Valid': True}",1,"{'Int64': 3, 'Valid': True}","{'Int64': 1, 'Valid': True}",creature,true,core,True
501,1200,Cursed Caipora,Protected. Frontline. Deadly.,neutral,rare,"{'String': 'amazon', 'Valid': True}",5,"{'Int64': 1, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,core,True
502,1201,Shield Maiden,Frontline.,neutral,common,"{'String': 'viking', 'Valid': True}",2,"{'Int64': 2, 'Valid': True}","{'Int64': 3, 'Valid': True}",creature,true,core,True
503,866,Howling Berserker,At the end of your turn & Roar: Summon a copy of this creature.,war,rare,"{'String': 'viking', 'Valid': True}",9,"{'Int64': 1, 'Valid': True}","{'Int64': 1, 'Valid': True}",creature,true,trial,True
504,867,Strength In Numbers,"Add four random War creatures your hand, and give them +2/+2.",war,rare,"{'String': '', 'Valid': False}",8,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,trial,True
505,868,Bladesworn Warrior,"Roar: If you have a relic equipped, give godblitz to this creature.",war,epic,"{'String': 'viking', 'Valid': True}",4,"{'Int64': 3, 'Valid': True}","{'Int64': 3, 'Valid': True}",creature,true,trial,True
506,202,Shade Walker,"Hidden.<br>At the end of your turn, this creature gets +1 strength.",deception,rare,"{'String': 'atlantean', 'Valid': True}",4,"{'Int64': 4, 'Valid': True}","{'Int64': 3, 'Valid': True}",creature,true,genesis,True
507,204,Enduring Lemure,"At the end of the turn, pull this card from the void into your hand.",neutral,common,"{'String': 'nether', 'Valid': True}",4,"{'Int64': 2, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,genesis,True
508,1221,Ranger Firstbow,Roar: Deal 1 damage to an enemy creature.,neutral,common,"{'String': 'olympian', 'Valid': True}",2,"{'Int64': 2, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,core,True
509,1222,Assassin's Aim,Target friendly creature becomes hidden for 1 turn.<br>Draw a card.,deception,common,"{'String': '', 'Valid': False}",1,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,core,True
510,1223,Cutthroat Insight,Target opponent reveals their hand. Pull one of their cards into your hand.,deception,common,"{'String': '', 'Valid': False}",5,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,core,True
511,1224,Uncanny Rogue,Roar: Give a friendly creature deadly.,deception,common,"{'String': 'guild', 'Valid': True}",4,"{'Int64': 3, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,core,True
512,1225,Fleshbind,Destroy target friendly creature. Heal your god for its strength plus health.<br>Draw a card.,death,common,"{'String': '', 'Valid': False}",1,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,core,True
513,1227,Veteran Cataphract,Roar: Give a friendly creature +3/+3.,neutral,common,"{'String': '', 'Valid': False}",7,"{'Int64': 6, 'Valid': True}","{'Int64': 6, 'Valid': True}",creature,true,core,True
514,65000,Hyperion,"At the start of the game, both players use your deck. All cards cost 1 mana. All creatures are 10/10 and gain frontline.",neutral,mythic,"{'String': '', 'Valid': False}",1,"{'Int64': 10, 'Valid': True}","{'Int64': 10, 'Valid': True}",creature,true,mythic,True
515,65001,Prometheus,"Burn 3.<br>At the start of the game, shuffle 15 Promethean Flames into each player's deck. Give your god burn +3.",neutral,mythic,"{'String': '', 'Valid': False}",6,"{'Int64': 10, 'Valid': True}","{'Int64': 10, 'Valid': True}",creature,true,mythic,True
516,65002,Atlas,"At the start of the game, shuffle 15 Atlas' Burdens into both players decks.",neutral,mythic,"{'String': '', 'Valid': False}",7,"{'Int64': 10, 'Valid': True}","{'Int64': 10, 'Valid': True}",creature,true,mythic,True
517,100000,Promethean Flame,"When drawn, deal 3 damage randomly and obliterate this card.<br>Draw a card.",neutral,mythic,"{'String': '', 'Valid': False}",1,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,mythic,False
518,100002,Atlas' Burden,"When drawn, summon a random Legendary creature that costs the same or less than your available mana and obliterate this card. Draw a card.",neutral,mythic,"{'String': '', 'Valid': False}",0,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,mythic,False
519,865,Valknir Weaponsmith,"Twin strike.<br>Roar: If you have a relic equipped, give +1 strength<br>to this creature and<br>to your relic.",war,common,"{'String': 'viking', 'Valid': True}",5,"{'Int64': 4, 'Valid': True}","{'Int64': 4, 'Valid': True}",creature,true,trial,True
520,100054,Rune of Life,Heal 3 to a friendly creature and to your god.,neutral,common,"{'String': '', 'Valid': False}",2,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,genesis,False
521,100068,"Tetria, Young Manaborn","Roar: Add a 1 mana, 6/6 Manashard Fiend to your deck.",neutral,legendary,"{'String': 'nether', 'Valid': True}",1,"{'Int64': 4, 'Valid': True}","{'Int64': 4, 'Valid': True}",creature,true,core,False
522,871,Xanthe of Tartessos,"At the end of your turn, give a random creature in your hand +X strength where X is equal to the number of creatures in your hand.",war,legendary,"{'String': 'olympian', 'Valid': True}",3,"{'Int64': 3, 'Valid': True}","{'Int64': 3, 'Valid': True}",creature,true,trial,True
523,100069,"Heptaria, Manashard Fiend","Roar: Add a 1 mana, 8/8 Manashard Queen to your deck.",neutral,legendary,"{'String': 'nether', 'Valid': True}",1,"{'Int64': 6, 'Valid': True}","{'Int64': 6, 'Valid': True}",creature,true,core,False
524,100070,"Octavia, Manashard Queen",,neutral,legendary,"{'String': 'nether', 'Valid': True}",1,"{'Int64': 8, 'Valid': True}","{'Int64': 8, 'Valid': True}",creature,true,core,False
525,100071,Rat,,neutral,common,"{'String': '', 'Valid': False}",0,"{'Int64': 1, 'Valid': True}","{'Int64': 1, 'Valid': True}",creature,true,core,False
526,100039,Brash Chicken,Confused.,neutral,epic,"{'String': '', 'Valid': False}",1,"{'Int64': 2, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,genesis,False
527,100042,Walking Plant,Afterlife: Heal your god for 4.,nature,common,"{'String': '', 'Valid': False}",1,"{'Int64': 1, 'Valid': True}","{'Int64': 1, 'Valid': True}",creature,true,genesis,False
528,100043,Broken Warrior,,neutral,common,"{'String': '', 'Valid': False}",1,"{'Int64': 1, 'Valid': True}","{'Int64': 1, 'Valid': True}",creature,true,genesis,False
529,100044,Pyroclast,Afterlife: Deal 1-2 damage randomly to either Pyroclastic Alchemist or your god.,neutral,common,"{'String': '', 'Valid': False}",1,"{'Int64': 1, 'Valid': True}","{'Int64': 1, 'Valid': True}",creature,true,genesis,False
530,100049,Iron Anim,,neutral,common,"{'String': '', 'Valid': False}",2,"{'Int64': 3, 'Valid': True}","{'Int64': 3, 'Valid': True}",creature,true,genesis,False
531,100050,Protected Anim,Protected.,neutral,common,"{'String': '', 'Valid': False}",2,"{'Int64': 2, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,genesis,False
532,100051,Heavy Anim,Frontline.,neutral,common,"{'String': '', 'Valid': False}",2,"{'Int64': 2, 'Valid': True}","{'Int64': 3, 'Valid': True}",creature,true,genesis,False
533,100052,Concealed Anim,Hidden for 1 turn.,neutral,common,"{'String': '', 'Valid': False}",2,"{'Int64': 3, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,genesis,False
534,100053,Rune of Fire,Deal 3 damage to an enemy character.,neutral,common,"{'String': '', 'Valid': False}",2,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,genesis,False
535,100055,Rune of Strength,Give +2/+2 and frontline to a friendly creature.,neutral,common,"{'String': '', 'Valid': False}",2,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,genesis,False
536,100056,Rune of Sight,Foresee 2.<br>Draw a card.,neutral,common,"{'String': '', 'Valid': False}",2,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,genesis,False
537,100057,Sterling Spear,Blitz. Flank.,neutral,common,"{'String': '', 'Valid': False}",2,"{'Int64': 2, 'Valid': True}","{'Int64': 3, 'Valid': True}",weapon,true,genesis,False
538,100058,Glamoured Gladius,"Blitz.<br>Whenever you attack, give a random friendly creature +1 strength.",neutral,common,"{'String': '', 'Valid': False}",2,"{'Int64': 1, 'Valid': True}","{'Int64': 3, 'Valid': True}",weapon,true,genesis,False
539,100059,Curative Cudgel,Blitz.<br>Afterlife: Heal your god for 3.,neutral,common,"{'String': '', 'Valid': False}",2,"{'Int64': 2, 'Valid': True}","{'Int64': 2, 'Valid': True}",weapon,true,genesis,False
540,100060,Banished Shadow,,neutral,common,"{'String': '', 'Valid': False}",1,"{'Int64': 1, 'Valid': True}","{'Int64': 1, 'Valid': True}",creature,true,genesis,False
541,100072,Bomb,Casts when drawn. Deal 3 damage to yourself and draw a card.,deception,common,"{'String': '', 'Valid': False}",0,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,core,False
542,100129,Walking Tree,,nature,common,"{'String': '', 'Valid': False}",2,"{'Int64': 2, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,core,False
543,100130,Impling,,neutral,common,"{'String': 'nether', 'Valid': True}",1,"{'Int64': 1, 'Valid': True}","{'Int64': 1, 'Valid': True}",creature,true,core,False
544,100134,Rogue Skulker,,neutral,common,"{'String': '', 'Valid': False}",1,"{'Int64': 1, 'Valid': True}","{'Int64': 1, 'Valid': True}",creature,true,core,False
545,100143,Destructive Dagger,Deadly.,neutral,common,"{'String': '', 'Valid': False}",2,"{'Int64': 1, 'Valid': True}","{'Int64': 1, 'Valid': True}",weapon,true,core,False
546,100144,Acolyte,,light,common,"{'String': '', 'Valid': False}",1,"{'Int64': 2, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,core,False
547,100145,Eagle,Confused.,nature,common,"{'String': '', 'Valid': False}",0,"{'Int64': 2, 'Valid': True}","{'Int64': 1, 'Valid': True}",creature,true,core,False
548,100061,Spirit Beast,,neutral,common,"{'String': '', 'Valid': False}",1,"{'Int64': 1, 'Valid': True}","{'Int64': 1, 'Valid': True}",creature,true,genesis,False
549,100062,Mind Probe,"At the end of your turn, if this card is in your hand, deal 1 damage to your god for every 2 cards in your hand.",deception,common,"{'String': '', 'Valid': False}",2,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,genesis,False
550,100063,Malfunctioning Artifice,,neutral,common,"{'String': '', 'Valid': False}",1,"{'Int64': 1, 'Valid': True}","{'Int64': 1, 'Valid': True}",creature,true,genesis,False
551,100064,Barbed Hook,,neutral,common,"{'String': '', 'Valid': False}",0,"{'Int64': 1, 'Valid': True}","{'Int64': 1, 'Valid': True}",weapon,true,genesis,False
552,100065,Skeletal Guard,,neutral,common,"{'String': 'anubian', 'Valid': True}",1,"{'Int64': 2, 'Valid': True}","{'Int64': 1, 'Valid': True}",creature,true,core,False
553,100066,Warrior,"Roar: This creature randomly gains flank, twin strike, or leach. It also randomly gains +1 strength or +1 health.",war,common,"{'String': '', 'Valid': False}",2,"{'Int64': 2, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,core,False
554,100067,Giant Elk,Confused.,nature,common,"{'String': '', 'Valid': False}",2,"{'Int64': 2, 'Valid': True}","{'Int64': 3, 'Valid': True}",creature,true,core,False
555,100146,Panther,Confused.,nature,common,"{'String': '', 'Valid': False}",1,"{'Int64': 3, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,core,False
556,100147,Crocodile,Confused.,nature,common,"{'String': '', 'Valid': False}",3,"{'Int64': 4, 'Valid': True}","{'Int64': 3, 'Valid': True}",creature,true,core,False
557,869,Lead the Charge,"If you have a relic equipped,<br>set the strength of each friendly creature equal to the relic’s strength. Otherwise, draw a card.",war,epic,"{'String': '', 'Valid': False}",3,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,trial,True
558,870,"Hyrtacus, Brazen Hero","At the end of your turn, if this creature is in your hand it gains +1 strength.<br>Roar: This creature deals damage equal to its strength to an enemy creature.",war,legendary,"{'String': 'olympian', 'Valid': True}",6,"{'Int64': 3, 'Valid': True}","{'Int64': 6, 'Valid': True}",creature,true,trial,True
559,94,Demogorgon,"Leech.<br>At the end of your turn, deal 3 damage to a random sleeping enemy creature.<br>Roar: All other creatures go to sleep.",neutral,epic,"{'String': 'nether', 'Valid': True}",7,"{'Int64': 4, 'Valid': True}","{'Int64': 6, 'Valid': True}",creature,true,genesis,True
560,117,Runestorm,Add one of each rune to your hand.,magic,common,"{'String': '', 'Valid': False}",5,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,genesis,True
561,136,Cyrene's Blessing,Each friendly creature gets regen +2.,nature,common,"{'String': '', 'Valid': False}",2,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,genesis,True
562,12,Sanctify,Give ward to all creatures with strength 2 or less.<br>Draw a card.,light,common,"{'String': '', 'Valid': False}",2,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,genesis,True
563,50,Anputian Magus,"Backline.<br>When a friendly creature dies, add a random Rune to your hand.",neutral,rare,"{'String': 'anubian', 'Valid': True}",5,"{'Int64': 2, 'Valid': True}","{'Int64': 4, 'Valid': True}",creature,true,genesis,True
564,51,Rebirth Planetar,"At the end of your turn, add a random Aether from your void to your hand.",neutral,common,"{'String': 'aether', 'Valid': True}",7,"{'Int64': 6, 'Valid': True}","{'Int64': 7, 'Valid': True}",creature,true,genesis,True
565,84,Arcane Transcendent,Roar: Choose a spell that costs no more than your total unlocked mana gems. Reduce its cost by 2.,magic,common,"{'String': 'mystic', 'Valid': True}",3,"{'Int64': 3, 'Valid': True}","{'Int64': 3, 'Valid': True}",creature,true,genesis,True
566,89,Lupine Elemental,Creatures damaged by this creature get burn +1.,neutral,common,"{'String': '', 'Valid': False}",5,"{'Int64': 4, 'Valid': True}","{'Int64': 6, 'Valid': True}",creature,true,genesis,True
567,95,That Which Aches,"After you play a card, summon a 3/1 Aching Disciple with ""Roar: Draw a card. Afterlife: Shuffle this creature into your deck.""",neutral,legendary,"{'String': 'nether', 'Valid': True}",6,"{'Int64': 3, 'Valid': True}","{'Int64': 7, 'Valid': True}",creature,true,genesis,True
568,875,Parthene Democracy,Draw a card.<br>Give +1 health to each creature in your deck.,light,common,"{'String': '', 'Valid': False}",3,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,trial,True
569,137,Wrath Zealot,Deadly. Frontline.<br>Roar: Summon a Wrath Zealot.,neutral,epic,"{'String': 'nether', 'Valid': True}",7,"{'Int64': 1, 'Valid': True}","{'Int64': 4, 'Valid': True}",creature,true,genesis,True
570,150,Nephthys Guardian,Frontline.<br>Afterlife: A random friendly Anubian becomes protected and gets +1/+1.,neutral,common,"{'String': 'anubian', 'Valid': True}",6,"{'Int64': 5, 'Valid': True}","{'Int64': 6, 'Valid': True}",creature,true,genesis,True
571,163,Mercenary Daemon,Frontline.<br>Roar: Give an enemy creature frontline.,war,common,"{'String': 'nether', 'Valid': True}",5,"{'Int64': 6, 'Valid': True}","{'Int64': 5, 'Valid': True}",creature,true,genesis,True
572,164,Azure Djinni,"Roar: Add a random anim, an enchanted weapon, and a rune to your hand.",neutral,common,"{'String': 'anubian', 'Valid': True}",7,"{'Int64': 6, 'Valid': True}","{'Int64': 4, 'Valid': True}",creature,true,genesis,True
573,876,Field Medic,Afterlife: Add two Injured Soldiers to your void.,light,epic,"{'String': 'olympian', 'Valid': True}",1,"{'Int64': 2, 'Valid': True}","{'Int64': 2, 'Valid': True}",creature,true,trial,True
574,167,Sulphuric Rain,"Each creature gets burn +2 and ""Afterlife: Draw a card.""",death,epic,"{'String': '', 'Valid': False}",1,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,genesis,True
575,180,Planetar Envoy,"Roar: If you're holding an Aether, select a creature from your opponent's void and add a copy to your hand.",magic,rare,"{'String': 'aether', 'Valid': True}",6,"{'Int64': 5, 'Valid': True}","{'Int64': 6, 'Valid': True}",creature,true,genesis,True
576,183,Leyline Djinn,"When Leyline Djinn is in your hand and you cast a spell, reduce Leyline Djinn's cost by the spell's base mana cost.",neutral,epic,"{'String': '', 'Valid': False}",11,"{'Int64': 4, 'Valid': True}","{'Int64': 4, 'Valid': True}",creature,true,genesis,True
577,184,Quicksilver Dragon,"Roar: If you have six cards or more in hand after this enters the board, this creature gains blitz.",neutral,common,"{'String': 'dragon', 'Valid': True}",7,"{'Int64': 7, 'Valid': True}","{'Int64': 8, 'Valid': True}",creature,true,genesis,True
578,209,Paragon of Fortune,"Roar: Pick one –<br>· Give a friendly creature +4/+2, or<br>· Give a friendly creature +2/+4.",war,common,"{'String': 'olympian', 'Valid': True}",6,"{'Int64': 3, 'Valid': True}","{'Int64': 3, 'Valid': True}",creature,true,genesis,True
579,252,Sleep Dart,Target creature goes to sleep. It gains burn +3.,deception,common,"{'String': '', 'Valid': False}",2,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,genesis,True
580,1219,Tough Townsfolk,Frontline.,neutral,common,"{'String': '', 'Valid': False}",1,"{'Int64': 1, 'Valid': True}","{'Int64': 3, 'Valid': True}",creature,true,core,True
581,100149,Bear,Confused.,nature,common,"{'String': '', 'Valid': False}",3,"{'Int64': 3, 'Valid': True}","{'Int64': 4, 'Valid': True}",creature,true,core,False
582,100160,Overgrown Golem,Frontline. Regen 5.,nature,common,"{'String': 'atlantean', 'Valid': True}",3,"{'Int64': 0, 'Valid': True}","{'Int64': 5, 'Valid': True}",creature,true,core,False
583,872,Fortify,"Draw a card.<br>Give a creature ""At the end of your turn, if this creature is at full health it gains +1 health. Otherwise, it heals for 1.""",light,common,"{'String': '', 'Valid': False}",2,"{'Int64': 0, 'Valid': False}","{'Int64': 0, 'Valid': False}",spell,true,trial,True
